sivusto_ryhma,kategoria,polku,haku_lauseke,pvm_avain,distinctcount visitor key,käydyt sivut,sivujen määrä,kävijää per sivulataus,Sum of klikit,Average of klikkiprosentti,Average of keskisijainti,Sum of gsc naytot,Sum of naytot,GSC näyttö vs näyttö suhde
ilmiöt.fi,Huijaukset ja petokset,/honeypot-huijaus.html,honeypot,20260712,6,2,2,0.75,0,0.00%,10,1,8,8
ilmiöt.fi,Huijaukset ja petokset,/honeypot-huijaus.html,honeypot,20260715,6,2,2,0.75,0,0.00%,10,1,8,8
ilmiöt.fi,Huijaukset ja petokset,/honeypot-huijaus.html,honwypot,20260713,6,2,2,0.75,0,0.00%,8,1,8,8
ilmiöt.fi,Informaatio ja propaganda,/kuollut-kissa.html,streisand ilmiö,20260712,6,2,2,0.75,0,0.00%,6,1,8,8
ilmiöt.fi,Informaatio ja propaganda,/kuollut-kissa.html,streisandin ilmiö,20260712,6,2,2,0.75,0,0.00%,20,1,8,8
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/kuolonmarssi.html,ulosmarssi,20260709,8,2,2,1,0,0.00%,51,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/darvo.html,darvo taktiikka,20260715,29,2,2,0.725,0,0.00%,4,5,40,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting,20260709,6,2,2,0.75,0,0.00%,25,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting,20260710,6,2,2,0.75,0,0.00%,51,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting,20260712,6,2,2,0.75,0,0.00%,23,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting,20260719,6,2,2,0.75,0,0.00%,28,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting,20260721,6,2,2,0.75,0,0.00%,26,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting suomeksi,20260709,6,2,2,0.75,0,0.00%,29,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting suomeksi,20260716,6,2,2,0.75,0,0.00%,30,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting suomeksi,20260723,6,2,2,0.75,0,0.00%,30,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting tarkoittaa,20260715,6,2,2,0.75,0,0.00%,26,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting tarkoittaa,20260718,6,2,2,0.75,0,0.00%,27,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,kaasuvalottaminen,20260715,6,2,2,0.75,0,0.00%,43,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,kaasuvalotus,20260714,6,2,2,0.75,0,0.00%,47,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,kaasuvalotus,20260716,6,2,2,0.75,0,0.00%,47,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,kiittämätön,20260711,6,2,2,0.75,0,0.00%,53,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/hanlonin-partaveitsi.html,hanlonin partaveitsi,20260713,8,2,2,1,0,0.00%,6,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/hanlonin-partaveitsi.html,hanlonin partaveitsi,20260718,8,2,2,1,0,0.00%,12,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/hanlonin-partaveitsi.html,hanlonin partaveitsi,20260719,8,2,2,1,0,0.00%,10,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/hanlonin-partaveitsi.html,hanlonin partaveitsi,20260721,8,2,2,1,0,0.00%,9,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/hanlonin-partaveitsi.html,hanlonin partaveitsi,20260723,8,2,2,1,0,0.00%,7,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/konsensus-fetissi.html,itseisarvo etiikka,20260715,6,2,2,0.75,0,0.00%,29,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/konsensus-fetissi.html,itseisarvo tarkoittaa,20260715,6,2,2,0.75,0,0.00%,32,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/konsensus-fetissi.html,konsensuaalinen,20260715,6,2,2,0.75,0,0.00%,75,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/konsensus-fetissi.html,mikä on itseisarvo,20260715,6,2,2,0.75,0,0.00%,50,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/maalitolppien-siirtaminen.html,maalitolppien siirtely,20260712,7,2,2,0.875,0,0.00%,9,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/maalitolppien-siirtaminen.html,maalitolppien siirtely,20260713,7,2,2,0.875,0,0.00%,9,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/maalitolppien-siirtaminen.html,maalitolppien siirtely,20260714,7,2,2,0.875,0,0.00%,6,1,8,8
ilmiöt.fi,Psykologia ja kognitio,/maalitolppien-siirtaminen.html,maalitolppien siirtely,20260718,7,2,2,0.875,0,0.00%,9,1,8,8
ilmiöt.fi,Tilastoilla valehtelu,/simpsonin-paradoksi.html,simpsonin paradoksi,20260719,7,2,2,0.875,0,0.00%,4,1,8,8
ilmiöt.fi,Tilastoilla valehtelu,/simpsonin-paradoksi.html,simpsonin paradoksi,20260724,7,2,2,0.875,0,0.00%,6,1,8,8
ilmiöt.fi,Alustatalous ja algoritmit,/ai-slop.html,ai slop suomeksi,20260716,37,2,2,0.9487179487179487,0,0.00%,7.875,5,39,7.8
ilmiöt.fi,Pesut ja maineenhallinta,/viherpesu.html,viherpesu,20260712,15,2,2,1,0,0.00%,91,2,15,7.5
ilmiöt.fi,Alustatalous ja algoritmit,/rage-bait.html,rage bait suomeksi,20260709,19,2,2,0.8636363636363636,0,0.00%,9,3,22,7.333333333333333
ilmiöt.fi,Alustatalous ja algoritmit,/rage-bait.html,rage bait suomeksi,20260715,19,2,2,0.8636363636363636,0,0.00%,10.333333333333334,3,22,7.333333333333333
ilmiöt.fi,Alustatalous ja algoritmit,/rage-bait.html,rage bait suomeksi,20260716,19,2,2,0.8636363636363636,0,0.00%,11,3,22,7.333333333333333
ilmiöt.fi,Alustatalous ja algoritmit,/rage-bait.html,rage bait suomeksi,20260720,19,2,2,0.8636363636363636,0,0.00%,11,3,22,7.333333333333333
ilmiöt.fi,Alustatalous ja algoritmit,/rage-bait.html,rage bait suomeksi,20260722,19,2,2,0.8636363636363636,0,0.00%,11,3,22,7.333333333333333
ilmiöt.fi,Alustatalous ja algoritmit,/rage-bait.html,rage bait suomeksi,20260723,19,2,2,0.8636363636363636,0,0.00%,12,3,22,7.333333333333333
ilmiöt.fi,Alustatalous ja algoritmit,/rage-bait.html,rage bait suomeksi,20260724,19,2,2,0.8636363636363636,0,0.00%,12,3,22,7.333333333333333
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling suomeksi,20260711,6,2,2,0.8571428571428571,0,0.00%,11,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling suomeksi,20260712,6,2,2,0.8571428571428571,0,0.00%,9,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling suomeksi,20260713,6,2,2,0.8571428571428571,0,0.00%,11,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling suomeksi,20260715,6,2,2,0.8571428571428571,0,0.00%,15,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling suomeksi,20260717,6,2,2,0.8571428571428571,0,0.00%,11,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling suomeksi,20260719,6,2,2,0.8571428571428571,0,0.00%,11,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling suomeksi,20260723,6,2,2,0.8571428571428571,0,0.00%,10,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling tarkoittaa,20260713,6,2,2,0.8571428571428571,0,0.00%,9,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling tarkoittaa,20260718,6,2,2,0.8571428571428571,0,0.00%,10,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling tarkoittaa,20260720,6,2,2,0.8571428571428571,0,0.00%,9,1,7,7
ilmiöt.fi,Byrokratia ja organisaatio,/catch-22.html,catch 22,20260708,7,2,2,1,0,0.00%,26,1,7,7
ilmiöt.fi,Byrokratia ja organisaatio,/catch-22.html,catch 22,20260711,7,2,2,1,0,0.00%,27,1,7,7
ilmiöt.fi,Byrokratia ja organisaatio,/catch-22.html,catch 22,20260712,7,2,2,1,0,0.00%,30,1,7,7
ilmiöt.fi,Byrokratia ja organisaatio,/catch-22.html,catch 22 suomeksi,20260713,7,2,2,1,0,0.00%,27,1,7,7
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,käärmeenlumooja,20260714,5,2,2,0.7142857142857143,0,0.00%,63,1,7,7
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,käärmeöljy,20260707,5,2,2,0.7142857142857143,0,0.00%,11,1,7,7
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,käärmeöljy,20260708,5,2,2,0.7142857142857143,0,0.00%,12,1,7,7
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,käärmeöljy,20260710,5,2,2,0.7142857142857143,0,0.00%,12,1,7,7
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,käärmeöljy,20260717,5,2,2,0.7142857142857143,0,0.00%,11,1,7,7
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,käärmeöljy,20260720,5,2,2,0.7142857142857143,0,0.00%,11,1,7,7
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,mitä on käärmeöljy,20260709,5,2,2,0.7142857142857143,0,0.00%,5,1,7,7
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,mitä on käärmeöljy,20260711,5,2,2,0.7142857142857143,0,0.00%,1,1,7,7
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,mitä on käärmeöljy,20260715,5,2,2,0.7142857142857143,0,0.00%,6,1,7,7
ilmiöt.fi,Informaatio ja propaganda,/brandolinin-laki.html,brandolinin laki,20260714,6,2,2,0.8571428571428571,0,0.00%,5,1,7,7
ilmiöt.fi,Informaatio ja propaganda,/brandolinin-laki.html,brandolinin laki,20260715,6,2,2,0.8571428571428571,0,0.00%,5,1,7,7
ilmiöt.fi,Informaatio ja propaganda,/brandolinin-laki.html,brandolinin laki,20260716,6,2,2,0.8571428571428571,0,0.00%,5,1,7,7
ilmiöt.fi,Informaatio ja propaganda,/brandolinin-laki.html,brandolinin laki,20260720,6,2,2,0.8571428571428571,0,0.00%,7,1,7,7
ilmiöt.fi,Psykologia ja kognitio,/halo-efekti.html,halo efekti,20260718,13,2,2,0.9285714285714286,0,0.00%,12.5,2,14,7
ilmiöt.fi,Psykologia ja kognitio,/halo-efekti.html,halo efekti,20260719,13,2,2,0.9285714285714286,0,0.00%,11,2,14,7
ilmiöt.fi,Psykologia ja kognitio,/halo-efekti.html,halo efekti,20260720,13,2,2,0.9285714285714286,0,0.00%,10.5,2,14,7
ilmiöt.fi,Psykologia ja kognitio,/occamin-partaveitsi.html,hanlonin partaveitsi,20260715,6,2,2,0.8571428571428571,0,0.00%,26,1,7,7
ilmiöt.fi,Psykologia ja kognitio,/occamin-partaveitsi.html,occamin partaveitsi,20260714,6,2,2,0.8571428571428571,0,0.00%,14,1,7,7
ilmiöt.fi,Psykologia ja kognitio,/occamin-partaveitsi.html,occamin partaveitsi,20260724,6,2,2,0.8571428571428571,0,0.00%,29,1,7,7
ilmiöt.fi,Työelämän ilmiöt,/hiljainen-irtisanominen.html,hiljainen irtisanominen,20260714,5,2,2,0.7142857142857143,0,0.00%,10,1,7,7
ilmiöt.fi,Alustatalous ja algoritmit,/ai-slop.html,ai slop suomeksi,20260721,37,2,2,0.9487179487179487,0,0.00%,8.5,6,39,6.5
ilmiöt.fi,Alustatalous ja algoritmit,/ai-slop.html,ai slop suomeksi,20260723,37,2,2,0.9487179487179487,0,0.00%,7.9,6,39,6.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutism suomeksi,20260720,10,2,2,0.7692307692307693,0,0.00%,10.5,2,13,6.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260707,10,2,2,0.7692307692307693,0,0.00%,11,2,13,6.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260720,10,2,2,0.7692307692307693,0,0.00%,9.5,2,13,6.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi suomeksi,20260714,10,2,2,0.7692307692307693,0,0.00%,9.5,2,13,6.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi suomeksi,20260716,10,2,2,0.7692307692307693,0,0.00%,9.5,2,13,6.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi suomeksi,20260717,10,2,2,0.7692307692307693,0,0.00%,9,2,13,6.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi suomeksi,20260720,10,2,2,0.7692307692307693,0,0.00%,9,2,13,6.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi suomeksi,20260722,10,2,2,0.7692307692307693,0,0.00%,9,2,13,6.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi suomeksi,20260724,10,2,2,0.7692307692307693,0,0.00%,9,2,13,6.5
ilmiöt.fi,Byrokratia ja organisaatio,/fofo.html,fofo,20260716,6,2,2,1,0,0.00%,6,1,6,6
ilmiöt.fi,Byrokratia ja organisaatio,/fofo.html,föfö,20260717,6,2,2,1,0,0.00%,7,1,6,6
ilmiöt.fi,Byrokratia ja organisaatio,/fofo.html,föfö,20260718,6,2,2,1,0,0.00%,6,1,6,6
ilmiöt.fi,Byrokratia ja organisaatio,/hippo-efekti.html,tyrsky ylppö,20260715,6,2,2,1,0,0.00%,55,1,6,6
ilmiöt.fi,Byrokratia ja organisaatio,/parkinsonin-laki.html,parkinsonin laki,20260715,6,2,2,1,0,0.00%,38,1,6,6
ilmiöt.fi,Byrokratia ja organisaatio,/parkinsonin-laki.html,parkinsonin laki,20260716,6,2,2,1,0,0.00%,36,1,6,6
ilmiöt.fi,Byrokratia ja organisaatio,/parkinsonin-laki.html,parkinsonin laki,20260724,6,2,2,1,0,0.00%,41,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/ponzi-pyramidi.html,ponzi huijaus,20260714,5,2,2,0.8333333333333334,0,0.00%,23,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/ponzi-pyramidi.html,ponzi huijaus,20260715,5,2,2,0.8333333333333334,0,0.00%,30,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/ponzi-pyramidi.html,pyramidihuijaus,20260710,5,2,2,0.8333333333333334,0,0.00%,54,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/ponzi-pyramidi.html,pyramidihuijaus,20260712,5,2,2,0.8333333333333334,0,0.00%,53,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/ponzi-pyramidi.html,pyramidihuijaus,20260715,5,2,2,0.8333333333333334,0,0.00%,50,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/ponzi-pyramidi.html,pyramidihuijaus,20260719,5,2,2,0.8333333333333334,0,0.00%,61,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/qr-koodihuijaus.html,turvaskannerit,20260722,5,2,2,0.8333333333333334,0,0.00%,68,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/toimitusjohtajahuijaus.html,toimitusjohtajahuijaus,20260709,6,2,2,1,0,0.00%,20,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/toimitusjohtajahuijaus.html,toimitusjohtajahuijaus,20260711,6,2,2,1,0,0.00%,20,1,6,6
ilmiöt.fi,Huijaukset ja petokset,/toimitusjohtajahuijaus.html,toimitusjohtajahuijaus,20260715,6,2,2,1,0,0.00%,17,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisand ilmiö,20260712,5,2,2,0.8333333333333334,0,0.00%,9,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisand ilmiö,20260713,5,2,2,0.8333333333333334,0,0.00%,5,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisand ilmiö,20260718,5,2,2,0.8333333333333334,0,0.00%,4,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisand ilmiö,20260719,5,2,2,0.8333333333333334,0,0.00%,5,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisand ilmiö,20260721,5,2,2,0.8333333333333334,0,0.00%,4,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisand ilmiö,20260722,5,2,2,0.8333333333333334,0,0.00%,4,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisand-ilmiö,20260713,5,2,2,0.8333333333333334,0,0.00%,5,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisandin ilmiö,20260712,5,2,2,0.8333333333333334,0,0.00%,8,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisandin ilmiö,20260716,5,2,2,0.8333333333333334,0,0.00%,7,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisandin ilmiö,20260718,5,2,2,0.8333333333333334,0,0.00%,8,1,6,6
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisandin ilmiö,20260719,5,2,2,0.8333333333333334,0,0.00%,4,1,6,6
ilmiöt.fi,Kasvun dynamiikka,/korkoa-korolle.html,korkoa korolle efekti,20260712,6,2,2,1,0,0.00%,48,1,6,6
ilmiöt.fi,Kasvun dynamiikka,/korkoa-korolle.html,korkoa korolle efekti,20260717,6,2,2,1,0,0.00%,49,1,6,6
ilmiöt.fi,Myyntikikat ja painostus,/suunniteltu-vanheneminen.html,planned obsolescence suomeksi,20260710,6,2,2,1,0,0.00%,8,1,6,6
ilmiöt.fi,Myyntikikat ja painostus,/suunniteltu-vanheneminen.html,planned obsolescence suomeksi,20260714,6,2,2,1,0,0.00%,8,1,6,6
ilmiöt.fi,Myyntikikat ja painostus,/suunniteltu-vanheneminen.html,planned obsolescence suomeksi,20260716,6,2,2,1,0,0.00%,8,1,6,6
ilmiöt.fi,Myyntikikat ja painostus,/suunniteltu-vanheneminen.html,planned obsolescence suomeksi,20260720,6,2,2,1,0,0.00%,8,1,6,6
ilmiöt.fi,Myyntikikat ja painostus,/suunniteltu-vanheneminen.html,planned obsolescence suomeksi,20260723,6,2,2,1,0,0.00%,8,1,6,6
ilmiöt.fi,Myyntikikat ja painostus,/suunniteltu-vanheneminen.html,suunniteltu vanheneminen,20260715,6,2,2,1,0,0.00%,16,1,6,6
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/scope-creep.html,scope,20260713,6,2,2,1,0,0.00%,36,1,6,6
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/scope-creep.html,scope,20260714,6,2,2,1,0,0.00%,34,1,6,6
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/scope-creep.html,scope,20260724,6,2,2,1,0,0.00%,38,1,6,6
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/scope-creep.html,scope creep,20260719,6,2,2,1,0,0.00%,81,1,6,6
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/scope-creep.html,scope creep suomeksi,20260715,6,2,2,1,0,0.00%,6,1,6,6
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/yhdeksanyhdeksan.html,yhdeksän,20260714,6,2,2,1,0,0.00%,11,1,6,6
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/yhdeksanyhdeksan.html,yhdeksän,20260722,6,2,2,1,0,0.00%,14,1,6,6
ilmiöt.fi,Alustatalous ja algoritmit,/ai-slop.html,ai slop suomeksi,20260720,37,2,2,0.9487179487179487,0,0.00%,8.166666666666666,7,39,5.571428571428571
ilmiöt.fi,Alustatalous ja algoritmit,/rage-bait.html,rage bait suomeksi,20260711,19,2,2,0.8636363636363636,0,0.00%,10.5,4,22,5.5
ilmiöt.fi,Alustatalous ja algoritmit,/rage-bait.html,rage bait suomeksi,20260719,19,2,2,0.8636363636363636,0,0.00%,11.25,4,22,5.5
ilmiöt.fi,Vallan rakenteet,/hajota-hallitse.html,hajota ja hallitse,20260714,9,2,2,0.8181818181818182,0,0.00%,15.5,2,11,5.5
ilmiöt.fi,Byrokratia ja organisaatio,/sivustakatsojan-efekti.html,sivustakatsoja efekti,20260707,5,2,2,1,0,0.00%,7,1,5,5
ilmiöt.fi,Byrokratia ja organisaatio,/sivustakatsojan-efekti.html,sivustakatsoja efekti,20260714,5,2,2,1,0,0.00%,4,1,5,5
ilmiöt.fi,Byrokratia ja organisaatio,/sivustakatsojan-efekti.html,sivustakatsoja efekti,20260717,5,2,2,1,0,0.00%,8,1,5,5
ilmiöt.fi,Byrokratia ja organisaatio,/sivustakatsojan-efekti.html,sivustakatsoja efekti,20260718,5,2,2,1,0,0.00%,7,1,5,5
ilmiöt.fi,Byrokratia ja organisaatio,/sivustakatsojan-efekti.html,sivustakatsoja efekti,20260720,5,2,2,1,0,0.00%,6,1,5,5
ilmiöt.fi,Huijaukset ja petokset,/pump-and-dump.html,pump and dump bedeutung,20260705,5,2,2,1,0,0.00%,85,1,5,5
ilmiöt.fi,Huijaukset ja petokset,/pump-and-dump.html,pumppa,20260715,5,2,2,1,0,0.00%,11,1,5,5
ilmiöt.fi,Informaatio ja propaganda,/poen-laki.html,poen laki,20260713,4,2,2,0.8,0,0.00%,3,1,5,5
ilmiöt.fi,Informaatio ja propaganda,/poen-laki.html,poen laki,20260714,4,2,2,0.8,0,0.00%,4,1,5,5
ilmiöt.fi,Informaatio ja propaganda,/poen-laki.html,poen laki,20260718,4,2,2,0.8,0,0.00%,4,1,5,5
ilmiöt.fi,Informaatio ja propaganda,/poen-laki.html,poen laki,20260723,4,2,2,0.8,0,0.00%,3,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyve signalointi,20260712,5,2,2,1,0,0.00%,10,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyve signalointi,20260714,5,2,2,1,0,0.00%,12,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyve signalointi,20260719,5,2,2,1,0,0.00%,12,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260718,5,2,2,1,0,0.00%,11,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260721,5,2,2,1,0,0.00%,8,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi tarkoittaa,20260712,5,2,2,1,0,0.00%,10,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi tarkoittaa,20260716,5,2,2,1,0,0.00%,12,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi tarkoittaa,20260718,5,2,2,1,0,0.00%,9,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi tarkoittaa,20260721,5,2,2,1,0,0.00%,11,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi tarkoittaa,20260722,5,2,2,1,0,0.00%,11,1,5,5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi tarkoittaa,20260723,5,2,2,1,0,0.00%,11,1,5,5
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/conways-laki.html,tietovarastoarkkitehtuuri,20260722,5,2,2,1,0,0.00%,46,1,5,5
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/tekninen-velka.html,tekninen velka,20260710,5,2,2,1,0,0.00%,17,1,5,5
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/tekninen-velka.html,tekninen velka,20260712,5,2,2,1,0,0.00%,17,1,5,5
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/tekninen-velka.html,tekninen velka,20260714,5,2,2,1,0,0.00%,17,1,5,5
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/tekninen-velka.html,tekninen velka,20260718,5,2,2,1,0,0.00%,16,1,5,5
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/tekninen-velka.html,tekninen velka,20260720,5,2,2,1,0,0.00%,18,1,5,5
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/tekninen-velka.html,tekninen velka,20260722,5,2,2,1,0,0.00%,19,1,5,5
ilmiöt.fi,Työelämän ilmiöt,/haamutyopaikat.html,haamutyöpaikka,20260714,8,2,2,0.8,0,0.00%,10,2,10,5
ilmiöt.fi,Alustatalous ja algoritmit,/kaikukammio.html,kaikukammio,20260709,8,2,2,0.8888888888888888,0,0.00%,9.5,2,9,4.5
ilmiöt.fi,Alustatalous ja algoritmit,/kaikukammio.html,kaikukammio,20260712,8,2,2,0.8888888888888888,0,0.00%,9,2,9,4.5
ilmiöt.fi,Alustatalous ja algoritmit,/kaikukammio.html,kaikukammio,20260713,8,2,2,0.8888888888888888,0,0.00%,7.5,2,9,4.5
ilmiöt.fi,Alustatalous ja algoritmit,/parasosiaalinen-suhde.html,parasosiaalinen,20260714,9,2,2,1,0,0.00%,29.5,2,9,4.5
ilmiöt.fi,Alustatalous ja algoritmit,/parasosiaalinen-suhde.html,parasosiaalinen tarkoittaa,20260721,9,2,2,1,0,0.00%,8,2,9,4.5
ilmiöt.fi,Byrokratia ja organisaatio,/goodhartin-laki.html,goodhartin laki,20260710,7,2,2,0.7777777777777778,0,0.00%,5,2,9,4.5
ilmiöt.fi,Byrokratia ja organisaatio,/simple-sabotage.html,simple sabotage field manual wiki,20260703,9,2,2,1,0,0.00%,57,2,9,4.5
ilmiöt.fi,Informaatio ja propaganda,/bkt-harha.html,bkt,20260712,8,2,2,0.8888888888888888,0,0.00%,40,2,9,4.5
ilmiöt.fi,Informaatio ja propaganda,/bkt-harha.html,bkt tarkoittaa,20260713,8,2,2,0.8888888888888888,0,0.00%,42,2,9,4.5
ilmiöt.fi,Informaatio ja propaganda,/bkt-harha.html,nimellinen bkt,20260715,8,2,2,0.8888888888888888,0,0.00%,38,2,9,4.5
ilmiöt.fi,Psykologia ja kognitio,/sunk-cost-harha.html,sunk cost fallacy suomeksi,20260721,7,2,2,0.7777777777777778,0,0.00%,11.5,2,9,4.5
ilmiöt.fi,Vallan rakenteet,/overton-ikkuna.html,mikä on overtonin ikkuna,20260717,7,2,2,0.7777777777777778,0,0.00%,21,2,9,4.5
ilmiöt.fi,Vallan rakenteet,/overton-ikkuna.html,overton ikkuna,20260714,7,2,2,0.7777777777777778,0,0.00%,10.5,2,9,4.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi suomeksi,20260715,10,2,2,0.7692307692307693,0,0.00%,9,3,13,4.333333333333333
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi suomeksi,20260723,10,2,2,0.7692307692307693,0,0.00%,9,3,13,4.333333333333333
